1.9 1996 
1/2 1978 
10,000 1992 
10-15/16 1976 
100,000 1975 
100-1/2 1992 
100th 1999 
108.6 1997 
119,610 1970 
12-degree 1984 
14.7 1990 
15.8 1990 
16.0 1990 
180,000 1990 
18386 1968 
18387 1969 
18388 1970 
18389 1971 
18390 1972 
18391 1973 
18392 1974 
18393 1975 
18394 1976 
18395 1977 
18396 1978 
18397 1979 
18398 1980 
18399 1981 
18400 1982 
18401 1983 
18402 1984 
18403 1985 
18404 1986 
18405 1987 
18406 1988 
18407 1989 
18408 1990 
18409 1991 
18410 1992 
18411 1993 
18412 1994 
18413 1995 
18414 1996 
18415 1997 
18416 1998 
18417 1999 
18418 2000 
1968 1968 
1969 1969 
1970 1970 
1971 1971 
1972 1972 
1973 1973 
1974 1974 
1975 1975 
1976 1976 
1977 1977 
1978 1978 
1979 1979 
1980 1980 
1981 1981 
1982 1982 1999 
1983 1983 
1984 1984 
1985 1967 1985 1991 
1986 1967 1986 1991 1993 
1987 1977 1978 1987 1991 
1988 1988 
1989 1989 
1990 1978 1990 
1991 1991 
1992 1977 1978 1986 1992 
1993 1993 
1994 1986 1994 
1995 1995 
1996 1996 
1997 1992 1997 
1998 1998 
1999 1999 
2,000 1979 
2,997,800 2000 
2-1/4 1978 
2-3/4 1977 1986 
2.20 1990 
2.255 1990 
2.3 1968 
2.969 1982 
200,000 1990 
2000 2000 
2002 1978 
223.8 1993 
230,000 1990 
240.8 1993 
25.6 1985 
27-day 1973 
274.5 1997 
285,000 1990 
29,347 1970 
3,014,400 2000 
3,500 1979 
3.0 1971 
3.1 1990 
3.10 1990 
3.5 1990 
3.50 1990 
3.7 1999 
3.9989 1973 
3.9994 1973 
3/4 1977 1986 
3/8 1992 
332,900 2000 
332.1 1997 
368,400 2000 
39-day 1973 
4.0625 1973 
4.133 1990 
4.50/43 1973 
4.6 1967 
5,000 1977 1978 
5,500 1979 
5-mar-1987 1968 1969 1970 1971 1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 
5.0 1971 
5.6 1993 
50.1 1996 
659,864 1970 
67,000 1985 
7.05 1968 
7.26 1968 
7.6 1988 1993 
7.80 1968 
76,340 1970 
8.37 1984 
89.3 1997 
892,700 1970 
9,847 1970 
90,680 1970 
948,000 1990 
984,960 1970 
99.70 1968 
99.90/95 1968 
992,760 1970 
`` 1968 1974 1979 1981 1994 1995 1996 1999 
a.m. 1984 
absorb 1968 1973 
accept 1981 
acq 1987 1989 1994 1996 
acquire 1996 
acquisition 1996 
acted 1968 
acting 1996 
adamant 1968 
adb-africa 1985 
added 1984 1999 
adding 1968 
adequate 1996 
adjourned 1994 
adjusted 2000 
adjustment 1968 
administration 1985 1999 
admitted 1968 
adopt 1981 
adopted 1990 
advanced 1997 
adverse 1981 
advertisement 1975 
affects 1998 
africa 1985 1990 
african 1985 
afternoon 1968 
aftershock 1984 
agency 1975 
aggressive 1999 
ago 1968 1991 1997 
agree 1994 
agreement 1973 1981 1994 1996 
aid 1985 
aires 1974 
airlines 1989 1996 
algeria 1990 
allan 1968 
alternative 1994 
america 1990 
american 1999 
amid 1968 
amount 1975 
analysts 1990 
anatolian 1975 
andrew 1990 
angeles 1993 
announced 1975 
annual 1999 
annuities 1973 
annum 1978 
answer 1971 
antofagasta 1984 
appearance 1999 
appears 1999 
application 1974 
applications 2000 
appointed 1981 
approval 1996 
approved 1981 
april 1973 1976 1977 1978 1981 1992 
arab 1990 
arabia 1990 
arabian 1990 
aral 1975 
area 1984 1985 
areas 1984 
argentina 1974 
arica 1984 
arising 1999 
arriving 1996 
asia 1990 
asset 1968 1995 
assets 1981 1991 1995 
assistance 1976 1980 
association 1970 
attempt 1996 
author 1968 1990 
authorized 1996 
automatic 1974 
average 1990 1996 
aviation 1996 
back 1990 
bad 1968 
baker 1981 1987 1994 
baltic 1980 
bank 1968 1973 1976 1978 1982 1983 1985 1995 
banker 1968 
bankers 1968 1995 
bankruptcy 1991 
banks 1968 1973 1983 1985 1995 
barley 1970 
barriers 1999 
based 1996 
basis 1968 1997 
bc-****** 1969 
bc-******baker-internati 1987 
bc-******carter-hawley-h 1988 
bc-******usair-group-rej 1989 
bc-/usair- 1996 
bc-argentina-seeks-new-d 1974 
bc-baker- 1994 
bc-bank-of-japan-to-sell 1973 
bc-bethlehem- 1991 
bc-bundesbank-leaves-cre 1971 
bc-carter-hawley-hale- 1993 
bc-city-of-quebec-issues 1992 
bc-early-march-opec-outp 1990 
bc-economy 1999 
bc-egyptian-central-bank 1983 
bc-gm- 1979 
bc-gunma-bank-issues-50 1978 
bc-hong-kong-cd-market-s 1968 
bc-hughes-tool- 1981 
bc-ice-unchanged-at-sovi 1980 
bc-matsushita-electric-t 1977 
bc-mitsui-and-co-eurobon 1986 
bc-mitsui-and-co-to-issu 1972 
bc-no-mines-damage-repor 1984 
bc-payless-cashways-inc 1997 
bc-spain-deregulates-ban 1995 
bc-sterivet-to-develop 1998 
bc-swiss-offers-new-seri 1982 
bc-tanzanian-railways-se 1985 
bc-turkey-to-import-100 1975 
bc-u.k.-grain/potato-fut 1970 
bc-u.k.-money-market-giv 1976 
bc-u.s.-first-time-joble 2000 
began 1968 1999 
beginning 1979 
belgium 1985 
believes 1994 1996 
beneficial 1996 
benefits 2000 
bethlehem 1991 
bid 1989 1996 
bids 1975 1982 
bill 1973 1976 
billion 1968 1973 1974 1976 
bills 1973 1976 
bit 1981 
bko 1981 1994 
blah 1969 1987 1988 1989 
board 1980 1981 1994 1996 
bond 1977 1992 
bonds 1972 
bonny 1990 
border 1984 
borrowing 1999 
bought 1976 
bout 1968 
bpd 1990 
branch 1968 
brent 1990 
bring 1974 1995 
britain 1985 
broader 1994 
broken 1984 
brokers 1968 
bs 1991 
budget 1999 
buenos 1974 
buildings 1984 
builds 1979 
buildup 1999 
built 1979 
bulk 1976 
bundesbank 1969 1971 
burdensome 1994 
bureau 1984 
burundi 1985 
business 1981 
buy 1985 
buyer 1981 
buyers 1990 
buying 1968 
cahit 1975 
cairo 1983 
calama 1984 
callable 1978 
called 1974 1981 1996 1999 
canada 1985 1998 
canadian 1992 
capital 1968 1974 1981 1999 
capitalisation 1974 
car 1979 
carcases 1970 
carcass 1970 
care 1999 
cargo 1985 
carl 1996 
carries 1985 
cars 1979 
carter 1988 1993 
cash 1970 1991 1996 
cashways 1997 
caused 1984 1999 
cd 1968 
cdfc 1968 
cds 1968 
ceiling 1990 
central 1983 
centre 1984 
certificate 1968 
certificates 1973 1982 
chairman 1981 1999 
challenge 1999 
changed 1968 
chapter 1991 
charter 1996 
chh 1993 
chief 1981 
chile 1984 
china 1968 
chinese 1968 
chuquicamata 1984 
circulated 1968 
circumstances 1996 
city 1992 1997 
claims 2000 
classified 1995 
clauses 1974 
climbed 1968 
clinical 1998 
close 1999 
closing 1996 
cms 1980 
co-lead 1968 
co-manager 1968 
coffee-growing 1985 
combined 1970 1977 1978 1981 1986 1994 
comfortable 1999 
commercial 1973 1983 
committee 1981 1999 
common 1996 
communications 1968 
community 1985 1995 
compact 1979 
compacted 1980 
company 1979 1981 1991 1994 1996 1998 
comparable 1997 
compare 1973 
compared 1967 1990 
compatible 1990 
compel 1994 
compensated 1990 
competition 1995 
complete 1981 1994 
completion 1987 
composition 1968 
concern 1999 
concession 1977 1978 1986 
condition 1981 1999 
conditional 1996 
conditioned 1981 
conditions 1968 1980 1981 1991 1996 
conducted 1982 1998 
conference 1985 
confident 1999 
congress 1999 
congressional 1999 
consent 1981 1994 
considerably 1968 
considerations 1968 
consistently 1990 
consists 1968 
contained 1996 
contingency 1974 
continue 1994 1999 
continued 1999 
continuing 1996 
continuous 1980 
contracts 1970 
contrary 1996 
contributed 1985 
contribution 1998 
control 1981 
conversion 1978 
convertible 1978 
copiapo 1984 
copperbelt 1985 
coring 1981 
cornices 1984 
corporation 1985 
correspondents 1990 
council 1971 1998 
counsel 1996 
counting 1994 
countries 1974 1985 
country 1984 1990 
country-by-country 1990 
coupon 1977 1986 
court 1994 
credit 1969 1971 
creditors 1974 1991 
criticism 1968 
crop 1970 
crude 1980 1990 
crudes 1990 
crystal 1975 
currencies 1999 
current 1990 1999 
customer 1990 
customers 1990 
cut 1979 1984 
cutting 1995 
dai-ichi 1968 
damage 1984 
damages 1994 
danger 1999 
dar 1985 
days 1990 1995 
de 1995 
deadlines 1974 
deal 1968 1994 
dealer 1968 
dealers 1968 1976 
dealing 1976 
deals 1968 1986 
debt 1974 1992 1999 
december 1990 
decided 1968 1972 
decision 1981 
decline 1999 
declined 1970 1981 
declining 1978 1999 
decrease 1975 
decree 1981 1994 1995 
defendants 1994 
defensive 1996 
deficit 1999 
definitive 1996 
degrees 1984 
dehesa 1995 
demand 1999 
democrat 1999 
democratic 1999 
democrats 1999 
denied 1990 
denmark 1985 
denominations 1977 1978 1992 
department 1981 1994 1996 2000 
dependence 1985 
deposit 1968 1973 1995 
deposits 1995 
depressed 1968 1999 
deregulated 1995 
deregulates 1995 
deregulation 1995 
details 1980 
determined 1981 
detroit 1979 
detroit-hamtramck 1979 
develop 1998 
developing 1974 
development 1968 1985 1998 1999 
devised 1994 
diamond 1981 
difficult 1999 
direct 1992 
directors 1981 1994 
discount 1971 1973 1976 
disease 1998 
disgruntled 1968 
disrupt 1996 
diversified 1999 
divestiture 1981 1994 
divestitures 1994 
dkb 1968 
dlr 1968 1972 1974 1977 1978 1986 1992 1999 
dollar 1968 1983 1999 
dollars 1983 
domestic 1981 
donors 1985 
drift 1980 
driving 1999 
drop 1995 
drug 1998 
due 1968 1973 1977 1978 1982 1991 1992 
duties 1981 
earlier 1976 1986 
early 1968 1984 1990 
ease 1985 
eased 1976 
east 1990 
ec 1985 1995 
economic 1999 
economists 1999 
economy 1995 1999 
ecuador 1990 
educated 1999 
education 1999 
effect 1968 1990 1995 
effective 1968 1979 
effects 1984 1999 
effort 1995 
efforts 1985 
egypt 1983 
egyptian 1983 
electric 1977 
electrical 1981 
eleventh 1996 
elimination 1974 
embargoed 1999 
emergencies 1984 
emergency 1971 1985 
emirates 1990 
employees 1996 
employment 1999 
enable 1985 
enacted 1995 
encouraging 1999 
end 1991 1993 
ended 1991 1993 1997 2000 
england 1976 
enquiries 1971 
entities 1968 
entity 1968 
equipment 1999 
equity 1977 1986 
es 1985 
established 1976 
estimated 1973 1990 
eurobond 1977 1978 1992 
eurobonds 1986 
eurodollar 1972 
europe 1990 
european 1968 1985 1995 
event 1981 
exceeds 1978 
exclude 1993 
excluding 1990 
executive 1981 
executives 1990 
exercise 1977 
existing 1968 
expansion 1999 
expect 1995 
expects 1991 
expenditures 1981 
explanation 1994 
explore 1996 
export 1975 1980 1990 
extend 1974 
extension 1974 
f0669 1968 
f0693 1969 
f0698 1970 
f0699 1971 
f0705 1972 
f0714 1973 
f0722 1974 
f0739 1975 
f0740 1976 
f0772 1977 
f0784 1978 
f0838 1979 
f0843 1980 
f0848 1981 
f0850 1982 
f0858 1983 
f0865 1984 
f0866 1985 
f0879 1986 
f0882 1987 
f0887 1988 
f0893 1989 
f0915 1990 
f0925 1991 
f0931 1992 
f0932 1993 
f0933 1994 
f0944 1995 
f0963 1996 
f0966 1997 
f0967 1998 
f0970 1999 
f0977 2000 
facing 1999 
factories 1975 
faded 1968 
fair 1996 
fall 1968 1990 2000 
fallen 1984 
farmers 1999 
fashion 1981 
fast 1968 
favor 1994 
favourable 1995 
feb 2000 
february 1968 1970 1982 1988 1990 1993 1997 
federal 1991 1999 
fee 1968 
feed 1970 
fees 1992 
feet 1998 
fell 1970 1990 2000 
fellow 1990 
figure 2000 
figures 1970 1990 
file 1991 
filed 1994 
filing 1991 
final 1977 1978 1986 
finalised 1968 
finance 1968 1982 1995 
financial 1998 1999 
financing 1971 1973 1996 
find 1981 
finland 1980 
finnish 1980 
fiscal 1999 
five-year 1968 1972 
fixed 1968 1977 1978 1986 1990 1995 
flood 1968 
flooded 1968 
force 1994 1999 
forcing 1994 
forecasts 1999 
foreign 1968 1974 1999 
formally 1986 
found 1981 1994 
fragile 1968 1999 
france 1992 
francs 1982 
frankfurt 1971 
fueled 1999 
fully 1981 
fund 1981 
future 1999 
futures 1970 
gabon 1990 
gafta 1970 
gave 1980 
gazette 1995 
general 1979 
generale 1992 
german 1971 
germany 1985 
gm 1979 
gmt 1984 
government 1967 1968 1995 1999 
grades 1990 
grain 1970 
grain/potato 1970 
greatest 1999 
grossly 1996 
group 1968 1989 1990 1996 
growth 1967 1999 
guaranty 1968 
guillermo 1995 
gulf 1990 
gunma 1978 
h.k 1968 
hale 1988 1993 
hand 1991 
happened 1968 
harbour 1980 
hawley 1988 1993 
health 1999 
helsinki 1980 
higher 1970 1999 
highly 1996 
hill 1990 
hit 1984 
hog 1970 
holds 1973 
hong 1968 
hong-kong 1968 
hope 1996 
hopeful 1999 
horse 1998 
horses 1998 
hour 1996 
hourly 1979 
houses 1973 1976 
houston 1981 1994 
hrs 1984 
ht 1981 1994 
hughes 1981 1987 1994 
icahn 1996 
icahn-led 1996 
ice 1980 1999 
icebreaker 1980 
import 1975 
imposition 1981 
improve 1999 
inability 1990 
inapplicable 1996 
incentives 1999 
include 1981 1990 1996 
included 1999 
including 1990 1999 
increase 1975 1999 
increased 1999 
indigestion 1968 
indonesia 1990 
industries 1995 
industry 1974 1975 1984 1990 
inflation 1999 
inflationary 1999 
initiatives 1999 
injunction 1994 
innovative 1999 
insist 1974 
insisted 1981 
inspection 1999 
insurance 2000 
intend 1991 
intense 1968 
interest 1968 1971 1974 1976 1982 1991 1995 1999 
interests 1994 1996 
interfere 1996 
international 1972 1977 1978 1981 1985 1986 1987 1994 1999 
interview 1995 
inventories 1979 
investigated 1991 
investigation 1991 
investment 1999 
investments 1995 
inviting 1982 
iran 1990 
iraq 1990 
issue 1968 1972 1977 1978 1982 1992 
issued 1996 
issues 1968 1977 1978 1992 
issuing 1977 1978 1992 
istanbul 1975 
italy 1985 
january 1968 1970 
japan 1972 1973 
japanese 1990 
jealous 1968 
job 1999 
jobless 2000 
jobs 2000 
john 1993 
join 1968 
joined 1968 
joining 1968 
joint 1999 
jr. 1981 
justice 1981 1994 
kangyo 1968 
kansas 1997 
kilimanjaro 1985 
kistler 1981 
klaipeda 1980 
km 1984 
kong 1968 
kuwait 1990 
la 1995 
labor 2000 
laboratories 1998 
laid 1979 
lake 1985 
landlocked 1985 
lansing 1979 
largely 1990 
last-minute 1996 
late 1968 1994 
latest 1980 1984 2000 
latin 1990 
launch 1968 
launched 1968 1986 
lavagna 1974 
laws 1991 
laying 1979 
layoffs 1979 
lead 1968 1977 1978 1986 1992 
leaves 1969 1971 1976 
led 1972 
left 1971 
legal 1996 
legislation 1995 
lend 1995 
level 1991 
levels 1976 
liberalisation 1995 
libya 1990 
license 1981 
lie 1999 
lift 1981 
lifts 1995 
light 1996 
likelihood 1999 
limited 1995 1998 
line 1968 1995 
linking 1985 
listed 1978 
listing 1977 1992 
live 1994 
livestock 1970 
local 1968 1975 
locomotives 1985 
lombard 1971 
london 1970 1976 1977 1978 1986 1990 
long 1981 1999 
longer 1999 
los 1993 
losing 1991 
losses 1981 1995 
low 1968 1999 
lowering 1999 
luxembourg 1977 1978 1992 
luxury 1979 
made 1991 1996 1999 
madrid 1995 
main 1970 
maintain 1991 
maintaining 1968 
major 1968 1980 
majority 1999 
make 1990 1999 
makers 1968 
making 1968 
managed 1968 
management 1977 1978 1986 1991 1992 
manager 1977 1978 1986 1992 
managers 1968 
marginally 1968 
market 1968 1973 1976 1982 
markets 1968 1999 
maryland 1999 
matsushita 1977 
matures 1986 
maturing 1973 
matushita 1977 
meal-feed 1970 
means 1999 
measure 1995 
meeting 1971 1994 
mercalli 1984 
merge 1981 
merged 1981 
merger 1981 1987 1994 1996 
met 1996 
mich 1979 
mid-afternoon 1968 
middle 1990 
milder 1984 
mines 1984 
mining 1984 
minister 1975 1985 
ministers 1990 
ministry 1982 1995 
misalignment 1999 
mitsui 1972 1986 
mo. 1997 
monetary 1994 1999 
money 1973 1976 1982 1991 1999 
money-fx 1976 1982 1983 
month 1968 1970 1979 1990 
months 1985 1998 
morgan 1968 
morning 1968 1976 
motors 1979 
mount 1985 
movements 1990 
mr. 1996 
mustafa 1985 
n't 1968 
n-body 1979 
named 1994 
names 1994 
nation 1999 
national 1973 1982 1984 1998 
nature 1996 
navicular 1998 
navigation 1980 
needed 1980 
network 1985 
neutral 1990 
newspapers 1975 
ng 1968 
nigeria 1990 
night 1981 
nomura 1972 1977 1978 1986 
non-callable 1977 1992 
normal 1980 
north 1984 1990 
northern 1984 1985 
noted 1976 
number 1984 2000 
nyang'anyi 1985 
objections 1994 
obscures 1999 
obtained 1994 
obtaining 1996 
occur 1981 
offer 1996 
offers 1976 1982 
officer 1981 
official 1968 1970 1974 1995 
offset 1995 
oil 1980 1990 1999 
oilfield 1981 
one-month 1973 
one-year 1985 
onemi 1984 
ongoing 1981 
ontario 1998 
opec 1990 
operating 1981 
operation 1973 
opportunities 1999 
optimistic 1999 
option 1975 
ordered 1979 
outlook 1999 
output 1990 
outstanding 1973 
overhaul 1985 
overly 1968 
overpriced 1990 
overproduction 1990 
overvaluation 1999 
overwhelmingly 1994 
owing 1981 
pa. 1991 
package 1985 
pact 1973 
paid 1974 
paper 1982 
par 1977 1978 1986 
paris 1992 
part 1985 
partial 1984 
participants 1968 
partly 1991 
parts 1974 
passed 1981 
passengers 1996 
past 1998 1999 
path 1999 
patience 1968 
paul 1999 
paying 1977 1978 
payless 1997 
payment 1968 1972 1973 1974 1977 1978 1982 1992 
pays 1977 1978 1986 
pci 1997 
peg 1968 
period 1977 1978 1996 2000 
permitting 1994 
personal 1996 
peru 1984 
pessimistic 1968 
pie 1996 
piedmont 1996 
pig 1970 
pigmeat 1970 
plan 1981 1994 
plans 1972 1991 
plant 1979 1981 1999 
plants 1979 
players 1968 
pledged 1990 
point 1968 
policies 1969 1971 1999 
policy 1999 
polled 1990 
port 1980 1985 
portion 1974 
ports 1985 
posed 1981 
position 1968 1991 
post 1981 
potato 1970 
power 1984 
precaution 1991 
predicting 1999 
present 1968 1991 
pressure 1999 
pressures 1999 
previous 1970 1983 2000 
previously 1968 1994 
price 1978 1990 1996 
priced 1977 1978 
prices 1968 1990 1999 
pricing 1968 1986 
prior 1993 2000 
private 1999 
problem 1999 
problems 1999 
proceed 1981 
proceeding 1998 
produced 1990 1998 
producer 1990 
producing 1990 
production 1979 1990 
productivity 1999 
profits 1995 
program 1985 
programs 2000 
projected 1973 
promising 1998 
proportion 1995 
proposal 1981 1996 
proposed 1981 1994 1996 
protection 1991 
provide 1984 
provided 1976 
provision 1996 
provisions 1994 
prudent 1991 
public 1995 
published 1995 
pump 1981 
pumping 1990 
purchaser 1981 
purpose 1996 
pursue 1994 
pushed 1968 
pushing 1968 
put 1973 
qatar 1990 
quarterly 1968 
quebec 1992 
quickly 1968 
quota 1990 
quote 1968 
quoted 1975 
quoting 1984 
rail 1985 
railway 1985 
railways 1985 
raise 1982 1995 
ramifications 1991 
ran 1991 
rapid 1999 
rate 1968 1971 1973 1976 1983 1995 1999 
rates 1968 1976 1995 1999 
reach 1975 1980 1996 
reading 1984 
reason 1968 
reasons 1981 
received 1984 1985 1998 
receiving 2000 
recent 1990 1995 1999 
recently 1975 
recession 1999 
recommend 1968 
recovered 1968 
recovery 1968 1999 
recruit 1968 
redeeming 1996 
reduce 1979 1994 
reduced 1999 
reducing 1999 
reduction 1995 
reed 1981 
reflected 1990 
refused 1968 1976 
region 1984 
registered 1970 1984 
regular 1971 2000 
reinforcement 1980 
rejected 1990 1996 
rejects 1989 1996 
relationship 1968 
released 1999 
reliance 1999 
remained 1968 
remaining 1973 1996 
remains 1971 
remedies 1996 
removing 1999 
render 1996 
reorganization 1991 
repackaging 1968 
repair 1985 
replace 1985 
report 1980 1984 1999 
reported 1984 1986 
reporters 1974 
reports 1984 1990 
representatives 1999 
representing 1970 
republican 1999 
republicans 1999 
repurchase 1973 
required 1981 1994 
resale 1976 
research 1998 1999 
reserve 1999 
resilient 1999 
resistance 1990 
resisting 1990 
rest 1972 1999 
restrictions 1995 
result 1968 1995 
results 1998 
return 1985 1990 
reveals 1990 1999 
revenues 1994 
richter 1984 
rights 1996 
rise 1993 1997 
rising 1967 
risk 1981 
road 1968 
roberto 1974 
rock 1981 
rose 1970 1997 
routes 1985 
rumours 1968 
running 1990 
runs 1985 
salaam 1985 
sale 1991 
sales 1973 1988 1990 1993 1997 
same-store 1993 
santiago 1984 
sarbanes 1999 
satisfactory 1994 
saudi 1990 
saudi-arabia 1990 
saving 1999 
scale 1984 
sea 1990 
search 1981 
seasonally 2000 
secretary 1974 1995 
secure 1985 
secured 1985 
securities 1973 
seek 1991 
seeking 1987 1999 
seeks 1974 1981 1994 
sell 1973 1981 
sell-off 1968 
selling 1977 1978 1986 1992 
semi-official 1975 
sen. 1999 
senators 1999 
separate 1985 1999 
separately 1996 
series 1982 
set 1983 1990 
settlement 1970 
seven-year 1972 
shake-up 1968 
share 1978 1990 1996 
shareholders 1981 1994 1996 
shares 1996 
sharp 1990 
ship 1980 
shortage 1976 
shortfall 1990 
shortly 1996 
show 1970 1990 
showed 1990 
shows 1990 
shut 1968 
shuts 1968 
signals 1999 
signed 1981 
similar 1999 
singapore 1981 
sister 1968 
skating 1999 
sleepers 1985 
slip 1968 
slowly 1968 
sluggish 1999 
small 1976 
smaller 1990 
societe 1992 
sold 1993 
sole 1968 1992 
solve 1999 
sources 1990 1999 
south 1985 
south-africa 1985 
southern 1985 
soviet 1980 
soy-meal 1970 
soymeal 1970 
spain 1995 
spares 1985 
special 1980 1994 
speculation 1968 
spend 1999 
spokesman 1971 1979 1984 1991 1995 
sponsored 1985 
stable 1999 
state 1990 1994 1995 2000 
state-owned 1968 
state-run 1985 
statement 1999 
statements 1990 
states 1985 1990 
steady 1968 
steel 1980 1991 
sterivet 1998 
stg 1970 1976 
stimulate 1999 
stocks 1990 
stopped 1968 
store 1997 
stores 1988 1993 
straining 1999 
stvtf 1998 
submersible 1981 
subsidiary 1981 
substantial 1981 1985 1994 1999 
substantially 1990 
suddenly 1968 
sues 1987 1994 
suffers 1990 
sugar 1975 
suit 1994 
supply 1973 1999 
support 1990 
surface 1999 
surfaced 1968 
surplus 1973 
surprise 1968 
survey 1990 
surveys 1999 
suspended 1968 
swaps 1968 
sweden 1985 
swiss 1982 
switzerland 1982 
syndicate 1972 
system 1976 1985 1990 1999 
takeover 1989 1996 
takes 1995 
talks 1996 
tanga 1985 
tanganyika 1985 
tanzania 1985 
tanzania-zambia 1985 
tanzanian 1985 
target 1967 
technology 1981 
temporary 1979 
tender 1975 
tenders 1982 
terminate 1981 
terminated 1994 
terms 1972 1977 1978 1981 1986 1994 1996 
thick 1980 
thin 1999 
threaten 1999 
threatened 1999 
three-month 1982 
tied 1968 
time 1968 1991 1999 2000 
timing 1968 1996 
today 1968 1971 1973 1976 1983 1984 1986 1995 1999 
tokyo 1972 1973 1986 
told 1974 1985 1991 1995 
tomorrow 1973 1995 
tonnes 1970 1975 
tool 1981 1987 1994 
toronto 1998 
total 1970 1973 1976 1990 1995 
totaled 2000 
totalled 1970 
totalling 1968 
trade 1970 1974 1975 1985 1999 
traded 1968 1970 
trader 1968 
traders 1973 1990 
trading 1968 1977 
training 1999 
tranche 1972 1986 
tranches 1972 
tranquil 1999 
trans 1989 1996 
transaction 1996 
transport 1985 
transportation 1996 
trc 1985 
treat 1998 
treating 1998 
tremor 1984 
trials 1998 
tricine 1981 
triggering 1968 
trillion 1999 
trust 1968 
trustee 1981 
turkey 1975 
turkish 1975 
twa 1996 
type= 1969 1987 1988 1989 
u.k 1970 1976 
u.k. 1990 
u.s 1999 2000 
u.s. 1968 1981 1994 1999 
uae 1990 
uganda 1985 
uk 1970 1976 1977 1985 1986 1990 
unacceptable 1981 1994 
unanimous 1981 
unchanged 1969 1971 1980 1983 
understand 1981 
undertaken 1991 
underwriters 1968 
underwriting 1977 1978 1986 1992 
unemployment 2000 
unit 1968 
united 1990 
units 1994 
unleashed 1968 
unreasonable 1981 
unsecured 1992 
unsolicited 1996 
unspecified 1998 
unsubordinated 1992 
unusual 1981 
usair 1989 1996 
ussr 1980 
vacant 1981 
valued 1970 1996 
venezuela 1990 
ventspils 1980 
versus 1970 
vessels 1980 
victims 1984 
victoria 1985 
views 1996 
violations 1990 
vital 1984 
volume 1970 
volumes 1970 
vote 1994 
votes 1994 
w.a 1981 
wagons 1985 
wanamaker 1993 
wanted 1999 
warrant 1972 1977 1986 
washington 1996 1999 2000 
week 1979 2000 
weeks 1968 1993 1997 
west 1971 1985 
west-germany 1971 1985 
wheat 1970 
white 1975 
windows 1984 
work 1999 
workers 1979 
world 1985 1989 1996 1999 
worldbank 1985 
worsened 1991 
worst-hit 1984 
years 1991 
yen 1973 
yesterday 1994 1996 
yield 1968 1973 
yielded 1982 
yields 1973 
york 1968 1985 
zaire 1985 
zambia 1985 
zambian 1985 
zone 1990 
zurich 1982 
